education_level,degree_stream,skills,location,interests,risk_preference,years_experience,salary,demand_label,next_role_success,burnout_label
bachelors,engineering,"customer service,computer skills,communication,teamwork,problem solving,adaptability,time management,attention to detail,hvac knowledge,invoicing,product procurement,stock management",global,"career,development",medium,1,17494.01,stable,0,0
bachelors,engineering,"crm systems,communication,time management,teamwork,problem solving,work ethic,eagerness to learn,sales development,salesforce,linkedin sales navigator,email outreach,research skills",global,"career,development",low,3,17464.67,stable,1,0
bachelors,engineering,"sales,customer service,technology usage,pos systems,product knowledge,communication,interpersonal skills,relationship building,adaptability,teamwork,presentation skills,integrity",global,"career,development",high,0,15882.43,stable,0,1
masters,business,"sales strategy,team leadership,microsoft word,business development,motivation,work ethic,communication,problem solving,telecom products,crm systems,microsoft excel,coaching",global,"career,development",medium,5,17826.96,stable,0,0
bachelors,engineering,"product knowledge,sales techniques,customer service,technology usage,merchandising,communication,teamwork,flexibility,creativity,relationship building,problem solving,customer engagement",global,"career,development",medium,3,15568.04,stable,1,0
bachelors,engineering,"relationship building,salesforce,crm,healthcare technology sales,data analytics,statistics,analytical projects,communication,problem solving,adaptability,creativity",global,"career,development",medium,1,22192.44,stable,1,1
bachelors,engineering,"sales,customer relationship management,time management,technical skills,presentation skills,merchandising,computer skills,communication,organization,professionalism,judgment,relationship building",global,"career,development",medium,1,17403.21,stable,0,1
bachelors,engineering,"sales,marketing,event management,communication,interpersonal skills,organization,multitasking,detail-oriented,charisma,flexibility,social media management,mailchimp",global,"career,development",medium,4,16516.23,stable,1,0
masters,business,"communication skills,interpersonal skills,organizational skills,relationship building,adaptability,sales management,analytical skills,crm software,microsoft office 360,sap,business analytics,forecasting",global,"career,development",high,7,18972.28,stable,1,0
bachelors,engineering,"sales,negotiation,sales techniques,real estate industry,business administration,marketing,communication,interpersonal skills,relationship building,independence,teamwork,crm software",global,"career,development",low,4,16809.22,stable,1,0
bachelors,engineering,"cash handling,customer service,computer skills,payment processing,product knowledge,communication,teamwork,problem solving,attention to detail,adaptability,courtesy,time management",global,"career,development",high,6,17332.44,stable,0,0
bachelors,engineering,"sales experience,lead generation,account management,product knowledge,market analysis,customer service,motivation,relationship building,communication,problem solving,teamwork,adaptability",global,"career,development",low,3,22949.98,stable,1,0
bachelors,engineering,"sales,customer service,communication,technology,merchandising,inventory management,outbound calling,teamwork,problem solving,adaptability,persistence,community engagement",global,"career,development",medium,0,15921.05,stable,1,1
bachelors,engineering,"crm software,negotiation,time management,team player,communication,organizational skills,willingness to learn,attention to detail,listening skills,growth mindset,client relationship management,nc real estate license",global,"career,development",high,1,17141.33,stable,0,0
masters,business,"sales,customer service,presentation skills,bachelor's degree,training,communication,relationship building,time management,teamwork,leadership,account management,problem-solving",global,"career,development",high,1,22681.88,stable,1,1
masters,business,"sales,customer relationship management,communication,problem solving,work ethic,attention to detail,customer focus,saas,erp,crm,negotiation,business development",global,"career,development",medium,6,22037.3,stable,1,1
masters,engineering,"retail management,customer service,sales techniques,product knowledge,administrative skills,technology adaptation,merchandising,cash handling,inventory management,performance metrics,communication,team leadership",global,"career,development",medium,3,15879.5,stable,0,1
bachelors,engineering,"customer experience enhancement,technical skills,computer software applications,direct sales practices,consumer education,communication,team building,interpersonal skills,organizational skills,problem solving,accountability,adaptability",global,"career,development",medium,0,22931.08,stable,1,1
bachelors,engineering,"sales,business development,communication,relationship building,team collaboration,problem solving,time management,adaptability,ecommerce,crm systems,erp systems,presentation skills",global,"career,development",low,6,17391.38,stable,1,1
bachelors,engineering,"sales,communication,negotiation,microsoft office,technical experience,product demonstrations,time management,relationship building,customer service,team collaboration,adaptability,networking",global,"career,development",low,7,21206.63,stable,0,0
bachelors,engineering,"communication,problem solving,analytical skills,time management,negotiation,internet research,customer service,relationship building,business development,interpersonal skills,adaptability,teamwork",global,"career,development",high,2,22172.78,stable,0,0
bachelors,engineering,"retail sales,customer service,product knowledge,computer hardware,pos system,reporting,training,interpersonal communication,relationship building,problem solving,engagement,teamwork",global,"career,development",medium,0,19713.4,stable,0,1
bachelors,engineering,"sales,negotiation,communication,interpersonal skills,self-motivation,independence,relationship building,lead generation,building automation systems,energy efficiency concepts,customer relationship management,business degree",global,"career,development",medium,7,15902.08,stable,1,0
bachelors,engineering,"sales experience,teamwork,motivation,reliability,independence,communication,property and casualty insurance license,microsoft office suite",global,"career,development",medium,6,18408.61,stable,1,0
masters,business,"communication,relationship management,proactivity,common sense,team collaboration,crm,ms office,technical presentations,blueprints understanding,sales reporting,market analysis,business development",global,"career,development",medium,2,21730.19,stable,0,0
bachelors,engineering,"sales,customer service,retail experience,product knowledge,supervisory skills,communication,teamwork,sales techniques,drive,adaptability,desire to grow,problem solving",global,"career,development",low,7,16906.19,stable,1,1
bachelors,business,"sales,business development,customer relationship management,networking,sales presentations,lead generation,appointment scheduling,b2b sales,self-motivated,communication,professionalism,problem solving",global,"career,development",medium,4,21504.98,stable,1,0
masters,business,"sales management,team management,business development,time management,sales strategy development,performance monitoring,communication,goal-oriented,self-discipline,positive attitude,persuasion,leadership",global,"career,development",low,5,20348.59,stable,1,1
bachelors,engineering,"customer service,sales,store presentation,communication,teamwork,problem solving,flexibility,relationship building,optimism,authenticity,e-commerce,styling advice",global,"career,development",medium,3,16616.25,stable,1,0
bachelors,engineering,"customer service,client relationship management,communication,insurance sales,insurance licensure,prospecting,self-motivation,goal-oriented,teamwork,independence",global,"career,development",medium,2,20123.74,stable,1,0
bachelors,engineering,"sales,customer service,inventory management,organizational skills,communication,teamwork,relationship development,multi-tasking,self-starter,independence,collaboration,adaptability",global,"career,development",low,0,22973.12,stable,0,1
masters,business,"sales strategies,client relationship management,business development,communication,problem solving,multi-tasking,initiative,professionalism,interpersonal skills,negotiation,microsoft office,presentation skills",global,"career,development",medium,7,18200.44,stable,0,0
masters,engineering,"retail experience,product knowledge,sales,merchandising,visual merchandising,customer service,team leadership,communication,problem solving,adaptability,collaboration,enthusiasm",global,"career,development",medium,5,18790.49,stable,0,1
masters,business,"sales,organizational skills,analytical skills,software proficiency,client management,teamwork,communication,integrity,people minded,self-motivation,negotiation,presentation",global,"career,development",medium,6,16305.86,stable,1,0
bachelors,engineering,"inventory management,communication,customer service,relationship building,problem solving,teamwork,adaptability,time management,automotive system knowledge,store systems knowledge,battery installation,pos systems",global,"career,development",high,4,18616.76,stable,1,0
bachelors,engineering,"sales,communication,problem-solving,relationship-building,healthcare knowledge,technology adaptation,interpersonal skills,decision-making,teamwork,independence,adaptability,community resources knowledge",global,"career,development",high,1,17887.19,stable,0,0
masters,business,"sales management,data analysis,marketing,customer relationship management,technical product knowledge,communication,self-motivation,organization,team collaboration,problem-solving,creativity,relationship development",global,"career,development",low,0,16649.2,stable,0,0
bachelors,engineering,"business development,account management,analytical skills,communication,relationship building,organization,teamwork,customer satisfaction,staffing industry experience,market research,sales presentations,contract negotiation",global,"career,development",high,1,15626.1,stable,1,1
bachelors,engineering,"sales,client retention,training,communication,teamwork,problem solving,adaptability,customer service,time management,negotiation,healthcare solutions,commission generation",global,"career,development",low,4,21032.52,stable,0,1
masters,business,"microsoft office suite,communication,problem solving,relationship building,customer satisfaction focus,sales management,business development,strategic planning,salesforce,contract negotiation,market analysis,mechanical systems knowledge",global,"career,development",low,3,22470.2,stable,1,0
masters,business,"sales management,supervisory experience,business plan execution,sales experience,team management,training and support,communication,leadership,goal setting,teamwork,problem solving,ambition",global,"career,development",high,3,19027.99,stable,0,0
bachelors,engineering,"store systems knowledge,inventory management,safety knowledge,communication,customer service,relationship building,problem solving,teamwork,time management,automotive system knowledge,battery installation,pos systems",global,"career,development",high,3,17358.28,stable,1,1
bachelors,engineering,"sales,account strategies,team player,self-starter,communication,initiative,relationship building,competitive,problem solving,adaptability,positive representation,crm",global,"career,development",medium,7,16737.96,stable,1,1
bachelors,engineering,"sales,communication,organizational skills,time management,customer relationship management,teamwork,problem solving,negotiation,territory management,presentation skills,reporting,valid driver's license",global,"career,development",medium,1,20936.9,stable,0,0
bachelors,engineering,"sales,computer skills,time management,organizational skills,outbound calling,communication,customer service,motivation,multi-tasking,results driven,crm,internet sales",global,"career,development",medium,0,18867.7,stable,0,1
bachelors,engineering,"basic computer skills,math skills,safety compliance,vehicle operation,customer service,communication,problem solving,time management,class b cdl,hazmat endorsement,route driving experience,physical fitness",global,"career,development",medium,3,19844.82,stable,0,1
masters,business,"sales training,customer service,organizational skills,planning skills,coaching,performance appraisal,recruiting,process-oriented,leadership,team management,interpersonal skills,communication",global,"career,development",medium,3,22939.11,stable,0,1
masters,engineering,"sales strategy execution,customer service,commercial strategy,communication,team leadership,influencing skills,strategic thinking,problem solving,adaptability,collaboration,customer focus,initiative",global,"career,development",medium,7,16218.85,stable,1,0
bachelors,computer science,"technical presentation,communication,customer focus,problem solving,independence,positive attitude,influence,teamwork,channel sales engineering,messaging security,internet security principles,http",global,"career,development",high,3,16746.59,stable,0,1
bachelors,engineering,"customer service,financial transactions,sales,critical thinking,decision-making,computer systems navigation,listening skills,communication,problem solving,time management,adaptability,teamwork",global,"career,development",low,2,15959.57,stable,1,1
masters,business,"sales,relationship management,training and education,self-motivation,persistence,resilience,accountability,genuine personality,communication,teamwork,medical device knowledge,computer skills",global,"career,development",medium,6,19347.44,stable,0,0
bachelors,engineering,"customer service,product knowledge,merchandising,retail experience,team player,communication,flexibility,positive energy,self-starter",global,"career,development",medium,3,21276.3,stable,1,1
bachelors,engineering,"sales,product knowledge,customer service,merchandising,communication,teamwork,engagement,relationship building,positive attitude,compassion,integrity,accountability",global,"career,development",medium,2,22108.27,stable,1,0
bachelors,engineering,"sales,project management,email communication,phone communication,problem resolution,customer service,communication,teamwork,adaptability,time management,goal orientation,salesforce",global,"career,development",medium,5,22321.12,stable,0,0
bachelors,engineering,"sales,price estimation,report preparation,customer relationship management,driving record,service-related sales,computer skills,communication,leadership,relationship building,problem solving,teamwork",global,"career,development",low,7,19715.39,stable,1,1
bachelors,engineering,"sales,customer relationship management,lead generation,multitasking,problem solving,communication,presentation skills,initiative,goal-oriented,competitive,extroverted personality,adaptability",global,"career,development",medium,5,17145.82,stable,0,0
bachelors,engineering,"microsoft office 365 suite,customer service,communication,sales,teamwork,relationship building,results-oriented,flexibility,problem solving,kwi,pos systems,applicant tracking systems",global,"career,development",low,3,22921.36,stable,0,0
bachelors,engineering,"sales,customer service,logistics,problem-solving,organizational skills,tech-savviness,communication,interpersonal skills,multitasking,adaptability,gemology,ecommerce",global,"career,development",low,5,18645.12,stable,0,1
bachelors,engineering,"sales techniques,product knowledge,customer service,technology adaptation,organizational skills,multi-tasking,visual merchandising,cash register operation,communication,teamwork,problem solving,customer relationship management",global,"career,development",low,2,22009.23,stable,0,1
bachelors,engineering,"microsoft office 365,customer service,communication,sales,teamwork,relationship building,results-oriented,problem solving,flexibility,pos systems,kwi,applicant tracking systems",global,"career,development",high,4,20784.73,stable,0,1
bachelors,engineering,"sales,relationship management,lead generation,account management,sales forecasting,presentation skills,communication,teamwork,problem solving,adaptability,networking,customer focus",global,"career,development",medium,6,20995.37,stable,0,1
bachelors,engineering,"customer service,cash handling,visual merchandising,sales techniques,inventory management,retail operations,teamwork,communication,adaptability,relationship building,problem solving,positive attitude",global,"career,development",medium,7,20290.19,stable,1,0
bachelors,engineering,"retail experience,merchandising,visual presentation,customer service,communication,teamwork,organization,collaboration,problem solving,pos systems,microsoft office,stock maintenance",global,"career,development",low,5,19563.38,stable,0,1
masters,business,"b2b sales,crm software,sales presentations,business development,sales process management,market research,communication,relationship building,customer satisfaction,problem solving,teamwork,networking",global,"career,development",low,5,19767.22,stable,0,0
bachelors,engineering,"sales experience,computer literacy,customer service,problem solving,administration,product knowledge,teamwork,communication,reliability,positive attitude,calmness under pressure,willingness to learn",global,"career,development",low,5,17688.73,stable,0,1
bachelors,engineering,"sales,computer applications,communication,teamwork,multitasking,problem solving,adaptability,customer service,order entry,warehouse operations,powered industrial equipment operation,lifting (up to 50 pounds)",global,"career,development",high,1,15896.58,stable,0,0
bachelors,engineering,"sales,customer relationship management,product knowledge,training,communication,building trust,adaptability,persuasiveness,teamwork,follow-up,customer loyalty,problem solving",global,"career,development",high,6,19967.81,stable,0,0
bachelors,engineering,"sales,presentation skills,customer relationship management,communication,self-motivation,relationship building,organization,problem solving,work ethic,team collaboration,crm (hubspot),business development",global,"career,development",high,7,19491.14,stable,1,1
bachelors,engineering,"sales,customer service,lead management,communication,teamwork,adaptability,attention to detail,positive attitude,problem solving,time management,typing,document management software",global,"career,development",high,1,19887.61,stable,0,0
bachelors,engineering,"retail sales,customer service,visual merchandising,sales metrics analysis,inventory management,team selling,product knowledge,teamwork,communication,adaptability,problem solving,customer relationship building",global,"career,development",low,4,20472.95,stable,0,1
bachelors,engineering,"microsoft office,communication,teamwork,problem solving,organizational skills,self-motivated,goal-oriented,interpersonal skills,adaptability,salesforce,crm administration,erp support",global,"career,development",low,4,16284.98,stable,0,1
masters,business,"customer service,team leadership,product knowledge,merchandising,training and development,workforce management,communication,problem solving,teamwork,adaptability,motivation,leadership",global,"career,development",low,7,22087.85,stable,0,1
bachelors,engineering,"customer service,product knowledge,technology proficiency,interpersonal communication,teamwork,flexibility,self-motivation,problem solving,visual merchandising,inventory management,growth mindset",global,"career,development",medium,3,19384.34,stable,1,1
bachelors,engineering,"customer service,technology proficiency,retail experience,communication,teamwork,problem solving,organization,transaction processing",global,"career,development",low,2,18976.14,stable,1,1
masters,business,"sales leadership,budgeting,customer service,interpersonal skills,results driven,team management,problem solving,communication,strategic planning,networking,legal sales,pipeline management",global,"career,development",medium,2,18814.03,stable,1,1
bachelors,engineering,"customer service,retail experience,product knowledge,time management,sales techniques,communication,teamwork,problem solving,adaptability,customer engagement,feedback receptiveness,professionalism",global,"career,development",medium,6,21473.78,stable,0,1
bachelors,engineering,"retail sales,customer service,team selling,product knowledge,communication,teamwork,adaptability,problem solving,customer relationship building,respectfulness,accountability,positive attitude",global,"career,development",medium,4,16202.53,stable,0,1
masters,business,"customer relationship management,interpersonal communication,coaching,leadership,communication,teamwork,time management,relationship building,motivation,sales management,sales strategy implementation,team recruitment and training",global,"career,development",low,2,17422.6,stable,0,0
bachelors,engineering,"customer relationship management,sales tracking,technical aptitude,product knowledge,communication,team collaboration,problem solving,adaptability,time management,customer service,relationship building,sales planning",global,"career,development",medium,5,19298.25,stable,1,0
masters,business,"sales management,interpersonal skills,communication,organizational skills,problem solving,teamwork,creativity,customer service,project management,lead generation,market research,crm software",global,"career,development",low,5,15422.49,stable,1,0
bachelors,engineering,"sales,customer service,record keeping,cold calling,report writing,communication,relationship building,problem solving,time management,self-motivation,teamwork,adaptability",global,"career,development",low,0,16478.19,stable,0,0
bachelors,engineering,"customer service,inventory management,basic computer skills,teamwork,communication,problem solving,adaptability,interpersonal skills,accountability,collaboration,tire installation,safety compliance",global,"career,development",medium,5,19041.88,stable,0,1
bachelors,engineering,"sales experience,consultative sales,problem solving,relationship building,retail experience,management experience,self-starter,ongoing learning,teamwork,communication,digital marketing,business development",global,"career,development",low,4,17561.26,stable,0,1
masters,business,"sales growth,market analysis,product knowledge,communication,teamwork,problem solving,adaptability,leadership,customer service,collaboration,customer relationship management,manufacturing processes",global,"career,development",low,7,21976.85,stable,0,1
bachelors,engineering,"inventory management,communication,customer service,relationship building,teamwork,adaptability,problem solving,time management,friendly demeanor,automotive system knowledge,basic math,pos systems",global,"career,development",medium,4,16231.8,stable,0,0
masters,business,"chain account management,field sales,people management,leadership,coaching,planning and organizing,teamwork,judgment,communication,microsoft office suite,category management system (nielsen),industry data systems",global,"career,development",medium,5,17082.53,stable,1,0
bachelors,engineering,"customer service,sales techniques,inventory management,consultation-based service,bilingual (spanish, french),communication,problem solving,active listening,customer engagement,product knowledge,visual merchandising,teamwork",global,"career,development",low,0,18457.02,stable,0,1
bachelors,engineering,"logistics,sales,customer service,appointment scheduling,communication,collaboration,willingness to learn,cold calling,market research,salesforce,panjiva,zoominfo",global,"career,development",high,6,19493.32,stable,0,0
bachelors,engineering,"customer service,merchandising,communication,interpersonal skills,teamwork,problem solving,organizational skills,adaptability,attention to detail,food safety,sanitation,inventory management",global,"career,development",medium,2,19200.31,stable,0,0
masters,business,"sales leadership,sales strategy,account management,sales enablement,team leadership,interpersonal skills,collaboration,coaching,customer focus,communication,problem solving,adaptability",global,"career,development",low,7,22556.59,stable,1,0
bachelors,computer science,"collaboration,problem solving,time management,communication,leadership,salesforce,apex,rest apis,soap apis,salesforce service cloud,salesforce sales cloud,salesforce communities",global,"career,development",high,4,18564.86,stable,0,1
bachelors,engineering,"customer service,product knowledge,visual merchandising,cash handling,training and development,communication,relationship building,teamwork,problem solving,adaptability,customer focus,initiative",global,"career,development",low,1,20594.48,stable,0,1
masters,business,"outside sales,customer relationship management,self-starter,teamwork,communication",global,"career,development",low,2,21723.23,stable,1,0
bachelors,engineering,"cash handling,general math skills,customer service,communication,decision making,ability to learn,teamwork,order management system,microsoft office,lifting and loading merchandise",global,"career,development",high,0,20925.31,stable,0,1
bachelors,engineering,"analytical skills,problem solving,communication,interpersonal skills,collaboration,adaptability,customer focus,salesforce,omnistudio,vlocity,omniscript,dataraptor",global,"career,development",low,5,20686.74,stable,0,0
bachelors,computer science,"customer relationship management,communication,relationship building,problem solving,teamwork,product sales,semiconductor packaging,project management,ic assembly products,microsoft office,technical presentations,negotiation",global,"career,development",low,6,20502.52,stable,1,1
masters,business,"business development,sales,customer engagement,relationship building,self-starter,leadership,problem solving,cloud solutions,aws services,software architecture,account management,contract negotiation",global,"career,development",low,1,21184.07,stable,0,0
bachelors,engineering,"customer service,merchandising,cash register operation,stock management,product knowledge,safety procedures,teamwork,communication,multitasking,positive attitude,creativity,adaptability",global,"career,development",medium,4,21173.85,stable,0,1
bachelors,engineering,"valid driver's license,communication,interpersonal skills,relationship building,results-oriented,teamwork,independence,adaptability,problem solving,b2b sales,sales target achievement,negotiation",global,"career,development",medium,1,18186.78,stable,1,1
masters,business,"sales management,excel,word,powerpoint,business analysis,presentation skills,communication,relationship building,multi-tasking,self-confidence,interpersonal skills,adaptability",global,"career,development",low,6,16469.31,stable,1,0
masters,business,"communication,customer service,teamwork,sales management,project management,market planning,crm applications,analytical skills,nutraceuticals,food manufacturing,regulatory knowledge,ms office",global,"career,development",low,1,20974.59,stable,0,1
masters,business,"customer service,supervising,problem-solving,analytical skills,organizational skills,powerpoint,word,order processing,marketing materials creation,technology proficiency,detail orientation,communication",global,"career,development",high,1,21783.44,stable,0,0
bachelors,computer science,"customer service,oral communication,adaptability,planning/organizing,active directory,windows file systems,unix file systems,security hardware,security software,microsoft exchange,mcse certification,mcp certification",global,"career,development",low,0,18649.66,stable,0,0
masters,engineering,"retail experience,customer service,sales transactions,stocking,communication,teamwork,customer experience,organizational skills,flexibility,forklift operation certification,leadership",global,"career,development",high,5,18475.14,stable,0,0
bachelors,engineering,"lead generation,crm software,analytical thinking,communication,teamwork,problem solving,results-driven,multi-tasking,salesforce,quoting process,technical support,public speaking",global,"career,development",medium,0,18042.39,stable,1,1
bachelors,engineering,"event management,event planning,customer service,sales,organizational skills,time management,communication,relationship building,proactive approach,independent work,b2b marketing",global,"career,development",high,3,18382.92,stable,0,0
bachelors,engineering,"customer service,visual merchandising,cash register operation,technology use,teamwork,communication,positive attitude,flexibility,problem solving,creativity,customer engagement,adaptability",global,"career,development",medium,1,17520.44,stable,1,1
bachelors,engineering,"sales techniques,customer service,time management,organizational skills,communication,goal-oriented,relationship building,adaptability,teamwork,insurance knowledge",global,"career,development",medium,2,17142.35,stable,1,1
masters,business,"sales operations,call center management,performance metrics,process improvement,team building,marketing,powerpoint,excel,leadership,communication,problem solving,motivation",global,"career,development",medium,7,22458.09,stable,0,1
bachelors,engineering,"project management,communication,problem solving,creativity,collaboration,deadline management,salesforce marketing cloud,marketing cloud email specialist certification,marketing cloud connect,data models,html,css",global,"career,development",medium,5,15494.78,stable,1,1
bachelors,engineering,"sales,customer service,problem-solving,communication,creativity,resilience,flexibility,teamwork,high-energy personality,wireless product knowledge,product setup and activation,inventory management",global,"career,development",medium,7,20700.72,stable,1,0
masters,business,"sales,customer service,credit management,communication,teamwork,problem solving,time management,customer satisfaction,adaptability,relationship building,account management,market analysis",global,"career,development",low,0,20372.2,stable,0,0
bachelors,engineering,"sales,customer relationship management,computer proficiency,bilingual communication,sales reporting,communication,interpersonal skills,independence,teamwork,problem solving,cold calling,marketing",global,"career,development",low,3,16589.34,stable,1,1
bachelors,engineering,"sales,negotiation,customer relationship management,sales analysis,product knowledge,account management,industry experience,communication,influence,independence,problem solving,team collaboration",global,"career,development",medium,2,15451.67,stable,1,0
bachelors,engineering,"communication,time management,relationship building,self-motivation,adaptability,business to business sales,software sales,healthcare sales,financial sales,overnight travel,real estate knowledge,negotiation",global,"career,development",medium,4,17796.37,stable,1,1
bachelors,engineering,"microsoft office,project management,communication,teamwork,organization,attention to detail,multitasking,can-do attitude,salesforce,excel,vendor relationship management,waste stream profiles",global,"career,development",medium,5,21881.27,stable,0,0
bachelors,engineering,"sales,customer relationship management,ms office,culinary knowledge,communication,building trust,adaptability,teamwork,follow-up,problem solving,time management,market research",global,"career,development",low,4,20699.71,stable,1,1
masters,business,"data analytics,business analysis,reporting optimization,data management,collaboration,communication,problem solving,attention to detail,strategic thinking,presentation skills,training development,incentive compensation design",global,"career,development",medium,4,22926.38,stable,1,1
bachelors,engineering,"market analysis,communication,adaptability,product marketing,product development,microsoft powerpoint,figma,prototype creation,sales material creation,case studies development,b2b experience,technology industry knowledge",global,"career,development",low,7,15700.27,stable,0,1
bachelors,engineering,"business management,customer service,sales processes,time management,communication,problem solving,attention to detail,team collaboration,results oriented,adaptability,customer relationship management,inventory management",global,"career,development",medium,4,18444.84,stable,0,0
masters,engineering,"sales experience,customer service,microsoft office 365,analytical thinking,time management,communication,teamwork,leadership,relationship building,problem solving,adaptability,passion for brand",global,"career,development",high,4,17627.18,stable,0,1
bachelors,engineering,"sales experience,customer service,analytical skills,problem-solving,communication,teamwork,listening,collaboration,microsoft office,mathematical skills,inventory management,pos transactions",global,"career,development",medium,5,18285.99,stable,1,1
masters,business,"sales,customer service,microsoft office suite,order processing,relationship management,communication,self-motivation,rapport building,problem solving,adaptability,teamwork,equine industry knowledge",global,"career,development",high,4,21765.65,stable,0,0
masters,business,"sales development,team management,customer acquisition,sales metrics tracking,hiring and training,leadership,communication,problem solving,adaptability,collaboration,cultural fit,data analytics",global,"career,development",low,7,16567.2,stable,1,1
bachelors,engineering,"sales,marketing,negotiation,customer service,communication,teamwork,time management,adaptability,relationship building,presentation",global,"career,development",low,0,19568.84,stable,0,1
bachelors,engineering,"b2b sales,sales strategies,client relationship management,communication,interpersonal skills,listening,self-motivation,results-oriented mindset,reliability,detail-oriented,positive attitude,crm software",global,"career,development",low,6,16696.19,stable,0,0
masters,business,"sales,organizational skills,collaboration,communication,interpersonal skills,detail-oriented,problem solving,adaptability,teamwork,customer focus,crm systems,technical acumen",global,"career,development",low,2,17727.97,stable,1,0
bachelors,engineering,"customer service,order processing,communication,problem solving,customer satisfaction,professionalism,adaptability,teamwork,time management,bilingual spanish,phone sales,cable communications products",global,"career,development",medium,4,19307.34,stable,1,0
bachelors,engineering,"crm software,sales,negotiation,marketing knowledge,customer interaction tracking,communication,interpersonal skills,self-motivation,organization,teamwork,detail-oriented,results-driven",global,"career,development",medium,3,19694.36,stable,0,1
masters,business,"sales management,customer service,contract negotiation,team leadership,self-motivation,communication,problem solving,professionalism,time management,adaptability,customer relationship management,motivation",global,"career,development",low,1,23097.8,stable,0,1
bachelors,engineering,"customer engagement,communication,problem solving,teamwork,adaptability,customer experience focus,motivation,learning aptitude,technology sales,business-to-business sales,pipeline management,product knowledge",global,"career,development",high,3,18493.7,stable,1,1
bachelors,engineering,"sales techniques,product knowledge,microsoft office,communication,customer focus,sales skills,listening skills,motivation,teamwork,problem solving,property & casualty insurance license,life insurance sales license",global,"career,development",medium,2,17908.84,stable,0,0
masters,business,"customer experience enhancement,communication,interpersonal skills,problem solving,flexibility,sales management,sales strategy execution,performance analysis,action plan development,leadership,motivation",global,"career,development",low,0,18442.56,stable,0,1
masters,business,"microsoft office,negotiation skills,phone sales skills,attention to detail,communication,problem solving,teamwork,time management,adaptability,professionalism,customer relationship management,creativity",global,"career,development",low,2,22383.46,stable,0,1
bachelors,engineering,"b2b sales,sales cycle management,ms office (word, excel, powerpoint),lead generation,negotiation,time management,communication,active listening,customer service,persuasion,problem solving,self-motivation",global,"career,development",medium,3,20960.5,stable,1,0
bachelors,engineering,"customer service,sales techniques,teamwork,communication,adaptability,relationship building,problem solving,positive attitude,trust and commitment,cash handling,visual merchandising,stock management",global,"career,development",medium,4,21143.12,stable,0,1
masters,business,"project management,customer proposals,data analysis,team management,reporting,operational improvements,communication,leadership,analytical thinking,customer focus,strategic mindset,collaboration",global,"career,development",high,3,17523.41,stable,1,0
bachelors,engineering,"sales,customer service,training,teamwork,communication,problem solving,adaptability,lead generation,creativity",global,"career,development",medium,3,22708.16,stable,1,1
bachelors,engineering,"sales,merchandising,relationship building,flexibility,adaptability,communication,time management,problem solving,tablet technology,valid driver's license,personal vehicle,auto insurance",global,"career,development",medium,1,22049.32,stable,1,1
bachelors,engineering,"communication,relationship building,self-motivation,teamwork,problem solving,customer focus,time management,consultative selling,crm software,data analysis,mobile device proficiency,customer presentations",global,"career,development",medium,6,19422.82,stable,0,0
bachelors,engineering,"customer service,sales,merchandise knowledge,cash handling,communication,teamwork,problem solving,customer engagement,basic math,computer operation,technology equipment operation,adaptability",global,"career,development",medium,1,19336.82,stable,0,0
bachelors,engineering,"customer service,sales,business communication,networking,leadership,self-driven,competitive,willingness to learn,teamwork,problem solving,outgoing",global,"career,development",medium,3,22287.28,stable,0,0
bachelors,engineering,"sales,customer service,communication,technology,inventory management,outbound calling,teamwork,problem solving,adaptability,persistence,learning orientation,time management",global,"career,development",medium,4,21286.86,stable,0,1
masters,business,"customer service,merchandise placement,basic computer skills,financial results analysis,communication,teamwork,problem solving,employee engagement,multitasking,retail management",global,"career,development",low,4,23070.15,stable,0,0
bachelors,engineering,"merchandising,stocking,customer relationship management,inventory management,documentation and paperwork,communication,teamwork,problem solving,time management,adaptability,customer service,attention to detail",global,"career,development",high,2,21921.66,stable,0,1
masters,business,"sales operations,data analysis,quantitative skills,communication,teamwork,problem solving,adaptability,organization,leadership,strategic thinking,time management,excel",global,"career,development",low,6,17371.57,stable,1,0
bachelors,engineering,"retail experience,customer service,sales skills,computer skills,communication,multi-tasking,teamwork,initiative,customer relationship building,respectfulness,optical knowledge,point of sale system",global,"career,development",low,7,22533.15,stable,1,0
bachelors,engineering,"negotiation,market analysis,business acumen,project management,revenue generation,healthcare knowledge,communication,problem solving,teamwork,time management,adaptability,integrity",global,"career,development",high,1,15635.23,stable,1,1
bachelors,business,"b2b sales,digital marketing,virtual presentations,customer relationship management (crm),analytical skills,outbound calling,communication,collaboration,customer support,results-driven mindset,flexibility,adaptability",global,"career,development",medium,1,17705.35,stable,0,1
masters,business,"team leadership,collaboration,problem solving,adaptability,communication,decision making,motivation,b2b saas sales,sales development management,pipeline campaign development,data analysis,recruiting and hiring",global,"career,development",medium,5,21044.49,stable,0,0
bachelors,computer science,"customer requirements gathering,solution demonstration,communication,customer relationship management,presentation skills,cybersecurity,solution architecture,cloud security,data protection,network security,virtualization security,workload security",global,"career,development",medium,0,23083.22,stable,1,0
bachelors,computer science,"problem solving,teamwork,communication,salesforce vlocity,omnistudio,insurance domain knowledge,core development,consultant certification",global,"career,development",low,3,15417.85,stable,0,0
masters,computer science,"communication,problem solving,collaboration,adaptability,leadership,training,analytical thinking,salesforce development,apex,visualforce,salesforce lightning,salesforce flow",global,"career,development",low,7,21101.67,stable,1,0
