career_name,top_skills,avg_salary,salary_p25,salary_p75,salary_range,demand_score,locations,postings_count,skills_count
information technology operations intern - summer 2024,technical support hardware troubleshooting software troubleshooting documentation it security policies it service management communication collaboration customer service problem solving professionalism adaptability network troubleshooting windows 10 office 365 microsoft teams dell computers apple mobile devices,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology operations manager,"management experience technical customer support desktop support service desk technical leadership operating systems applications project management business management technical support leadership communication influencing organizational skills planning skills team building critical thinking adaptability problem-solving customer-centric,it operations management technical support pc imaging software mdt sccm smartdeploy acronis microsoft active directory dns windows 10 and windows 11 collaboration communication problem solving leadership multitasking analytical thinking customer service orientation adaptability time management warehouse management hardware asset management ham powershell microsoft azure intune network cabling and termination itsm systems inventory control systems logistics software,it management project management vendor management security compliance resource allocation it solutions design budget management leadership decision-making analytical skills problem-solving interpersonal skills organizational skills time management ability to work under pressure technical analysis reporting applications",223500.0,223500.0,223500.0,0-0,0.0879,,3,3
information technology operations project manager,project management change management release management microsoft office sharepoint information security enterprise applications network infrastructure process improvement documentation communication collaboration relationship building problem solving leadership organizational skills stakeholder management planning azure system administration,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology procurement manager,microsoft powerpoint microsoft office suite process management project management tools communication teamwork problem solving leadership analytical thinking collaboration organizational skills strategic thinking mentoring procurement strategy contract negotiation market analysis rfps and rfxs it procurement supplier management risk management,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology product manager 15+ experience in pharma,information technology expertise analytical skills problem solving communication decision making product management business requirements gathering business process optimization agile methodologies scrum methodologies market analysis data-driven decision making collaboration,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology program manager,"project management change management pmp certification high-tech industry experience stakeholder management communication relationship building problem solving team leadership adaptability program management risk assessment excel saas bespoke solutions application landscape transformation medical device experience medical technology experience,communication leadership proactivity collaboration problem solving workday technical project management hr processes stakeholder management cloud strategies mobility solutions,programming communication problem solving team building initiative team player project management professional pmp certification agile certification itil service management foundations certification microsoft project primavera jira project management office pmo methodologies risk and issue management waterfall project management data analytics negotiation facilitation time management adaptability",223500.0,223500.0,223500.0,0-0,0.0879,,3,3
information technology program manager i,communication teamwork client interfacing organizational skills problem solving adaptability time management interpersonal skills collaboration critical thinking independence microsoft bi stack data warehousing etl process sql server t-sql power bi ssis ssas ssrs olap dimensional modeling dashboards relational database design mdx technical infrastructure architectural frameworks reporting systems heterogeneous systems database technology excel services sharepoint performancepoint trimble pmis systems uii system leadership stress management forward thinking,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology programmer,sql data analysis excel database management critical thinking attention to detail technical support training skills communication problem solving power bi c vba dax queries report development dashboard development,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology project coordinator,"project coordination microsoft vms data analysis communication problem solving time management customer service teamwork adaptability customer business management system scheduling management tools sap financial reporting callout management arcos preventative maintenance management,microsoft office suite pdf processing teamwork collaboration communication adaptability problem solving salesforce data entry internal tool crs,project management tools sharepoint waterfall methodology collaboration communication problem solving analytical skills autonomy knowledge sharing project coordination smartsheet excel powerpoint sap ms project teams forms agile methodology self-motivation commitment to self-development,it project management budgeting system administration data management accountability proactivity critical thinking attention to detail collaboration communication analytical skills service orientation continuous learning forecasting workday financials powerbi powerapps sdlc agile project management excel powerpoint financial reporting erp systems,software development methodologies applications development process communication interpersonal skills analytical problem solving organizational skills time management self-motivation adaptability project management tools technical documentation laboratory procedures,project management business operations ms office organizational skills time management communication teamwork collaboration problem solving jira confluence sharepoint smartsheet agile project management,project management data analysis microsoft office suite ms project software development life cycle sdlc documentation management vendor management collaboration tools communication problem solving teamwork customer service relationship building presentation skills adaptability stakeholder management visio security standards hipaa edi pii phi,it project management it service management itsm microsoft office suite key performance indicators kpis project coordination communication problem solving teamwork professionalism tact independence customer service stakeholder management dod enterprise service management framework desmf information technology infrastructure library itil iso 20000 standards system lifecycle planning risk management frameworks data system management,communication problem solving issue management project management change management resource forecasting task breakdown project tracking project reporting project management tools prioritization creativity influencing,project management microsoft office suite communication problem solving organizational skills prioritization collaboration adaptability smartsheet jira tableau anaplan pivot tables",223500.0,223500.0,223500.0,0-0,0.2929,,10,10
information technology project manager,"project management application system development integration deployment project planning risk management resource management budget management quality assurance status reporting training and education leadership communication negotiation team collaboration problem solving time management adaptability attention to detail sharepoint,project management communication team management problem solving adaptability microsoft azure sdlc agile microsoft exchange office 365 sharepoint intune azure active directory onedrive ms teams jira imanage workday engage time management,data management data extraction team leadership communication problem solving stakeholder management cross-functional collaboration adaptability project management network infrastructure erp systems project management software risk management pmp certification prince2 certification it infrastructure strategic thinking time management,application development project management risk management resource allocation cloud technologies communication team collaboration problem solving stakeholder management adaptability leadership time management agile confluence jira sharepoint sdlc budget management,project management budget management risk management quality assurance documentation cross-functional coordination communication problem solving conflict resolution team leadership collaboration adaptability sdlc software development pmp certification,project management ms office powerpoint excel tech infrastructure knowledge project financials understanding communication self-management problem solving teamwork proactivity transition and transformation t t experience ms project smartsheet sharepoint,excel project documentation communication presentation skills relationship building organization skills detail oriented multitasking leadership pmp certification ms project agile methodologies project tracking software development enterprise level technical project experience,project management project management software budget management resource management stakeholder communication project planning communication customer service decision making interpersonal skills leadership problem solving team building agile scrum waterfall lean risk management quality assurance vendor management financial forecasting flexibility,project management risk management budgeting financial analysis communication stakeholder management problem solving teamwork azure devops ado agile microsoft project trello asana jira healthcare domain knowledge project management professional pmp certification,project management business analysis documentation budget management it experience business requirements gathering emerging technologies communication leadership collaboration problem solving adaptability customer trust agile scrum process mapping,project management program management analytical skills it project delivery information technology project planning itil certification technical concepts understanding communication interpersonal skills organizational skills time management problem solving pmp certification computer science",223500.0,223500.0,223500.0,0-0,0.3222,,11,11
information technology risk manager,data analytics influencing skills communication skills relationship building credibility establishment collaboration problem solving data risk management operational risk management regulatory compliance data governance risk identification risk reporting nist framework itil framework cobit framework automation solutions integration solutions development architecture technology trends information security principles,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology security administrator,"network security fortigate firewalls cybersecurity cloud security problem solving troubleshooting communication teamwork self-motivation solutions-oriented thinking continuous improvement crowdstrike active directory okta edr solutions security policies security training,it security operations security controls risk management cybersecurity awareness security+ certification technical guidance enterprise-level security practices collaboration communication continuous development problem solving cissp certification bachelor s degree in computer science master s degree in computer science mentoring",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
information technology security analyst,"communication teamwork flexibility multitasking it security systems design network monitoring auditing cisco amp cisco firepower cisco stealthwatch qradar eset troubleshooting aws cloud documentation,hitech cisa certification pmp certification security+ certification security controls implementation,written communication verbal communication team collaboration independent work adaptability problem solving time management system security plans ssp nist control requirements information security principles networking components operating systems nist special publications security frameworks iso nist cobit hipaa,network engineering technical reporting communication problem solving teamwork security configuration hardening incident detection siem threat hunting event correlation log analysis vpn troubleshooting operating systems windows linux adaptability time management customer service attention to detail ability to work under pressure",223500.0,223500.0,223500.0,0-0,0.1129,,3,4
information technology service delivery manager,it applications cross-functional management support tools and techniques strategic planning service awareness organizational skills customer service skills leadership interpersonal skills communication skills active listening multi-tasking teamwork self-motivation typing skills presentation skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology service desk manager,service desk management desktop support training and development performance monitoring statistical reporting sop compliance knowledgebase management leadership communication coaching problem solving time management teamwork customer service orientation,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology solutions architect,"it management network security principles microsoft office excel word powerpoint sharepoint interpersonal communication written communication verbal communication teamwork problem solving analytical mindset self-motivation project management data integration patterns cloud solutions hybrid cloud environments vendor management tools enterprise architecture togaf zachman framework supply chain management systems services design soa,microservices cots enterprise-class applications consensus building",223500.0,223500.0,223500.0,0-0,0.0543,,1,2
information technology sourcing manager,"procurement processes data analysis ms office suite service now project management software communication stakeholder management problem solving customer service critical thinking initiative team collaboration negotiation contract management supply chain management power bi sap it sourcing rfx process saas paas iaas business law tenacity,negotiation data analysis communication stakeholder management problem solving customer service critical thinking influence team collaboration process improvement contract management supply chain management procurement processes ms office suite powerbi service now sap it sourcing rfx processes saas paas iaas business law knowledge,data analysis technology knowledge project management presentation skills communication relationship building analytical thinking problem solving collaboration adaptability sourcing strategies vendor management negotiation rfx management contract management market intelligence influencing",223500.0,223500.0,223500.0,0-0,0.0879,,3,3
information technology specialist,"network administration troubleshooting network security customer service comptia network+ problem-solving teamwork communication interpersonal skills cisco ccna microsoft certified solutions associate mcsa,help desk support customer service networking principles teamwork adaptability organizational skills oral communication written communication multi-tasking confidentiality cultural sensitivity compliance knowledge programming languages software development data science machine learning ai tools powerbi python ellucian banner salesforce java perl r oracle database server administration ssl certificate maintenance linux system administration dns administration systems engineering software tools,it support system maintenance hardware installation software installation ms project help desk systems problem solving multi-tasking teamwork communication customer interface self-motivation positive attitude logistics applications ms excel ms word ms visio follow-up skills,leadership organizational skills planning skills multi-tasking adaptability communication problem solving time management oracle pl,sql java angular ui spring boot sql devops github jenkins visual studio tfs api management wso2 agile soa microservices unit testing system testing servicenow data modeling uml diagrams,390 z,os os,programming project management communication teamwork cobol z,vm,security compliance dod stigs ms sql database software building technical support problem solving communication teamwork adaptability attention to detail integrity windows server windows 10 user account administration backup and recovery solutions patching solutions virtualization software siem products dns management pki storage area networks nessus shavlik assured compliance assessment solution wsus hardware installation customer service,sql microsoft suite active directory wordpress access excel customer service analytical skills problem solving teamwork communication adaptability python adp celltrak netsmart litmos ringcentral,technical operations support data backup software installation workstation deployment windows os troubleshooting configuration management customer service communication team collaboration problem solving adaptability microsoft teams microsoft excel microsoft office documentation",223500.0,223500.0,223500.0,0-0,0.3344,,8,12
information technology specialist - data operations,data management database management systems data security system architecture integration techniques testing methods communication problem solving analytical thinking adaptability project management team collaboration technical documentation data analysis cloud reporting and analytics data quality standards data mining data warehousing information assurance certification e g sec+,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist 2 ny helps - 2921,computer science ms office word powerpoint excel outlook teams sharepoint website compliance content generation report creation research communication teamwork problem solving guidance and support presentation skills attention to detail accessibility testing tools,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist 2 ny helps - 5138,database design sql performance tuning data analysis adhoc reporting troubleshooting communication problem solving teamwork adaptability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist 2 ny helps - 5680,windows active directory network troubleshooting technical support teamwork communication problem solving adaptability attention to detail cots software linux ms sql oracle system performance monitoring application configuration,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist 2 programming ny helps - 5315,application development software testing systems analysis documentation problem resolution communication teamwork problem solving user support adaptability cobol java net mainframe,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist custspt with security clearance,windows operating systems customer service problem solving oral communication attention to detail troubleshooting technical support software installation network configuration automated ticketing systems information assurance certification hardware installation software updates telecommunications,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist desktop support,independent work guidance to others planning execution communication voip phones data communications equipment pc installation printer installation server installation technical site surveys data cable installation troubleshooting inventory control desktop support,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist plcypln,nist cybersecurity framework risk management technical system reviews it systems support attention to detail customer service oral communication problem solving collaboration advisory skills privacy compliance data breach response privacy policy development privacy training management document control technical writing negotiation,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist policy and planning direct hire,network services application software operating systems systems administration risk assessment software assurance security assurance attention to detail customer service oral communication problem solving enterprise architecture flight software analysis emulators and simulators,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology specialist-weekend,technical troubleshooting customer service computer applications teamwork communication problem solving organization professionalism integrity attention to detail client service collaboration adaptability managed services root cause analysis cloud environments microsoft certifications ticket dispatching networking security issues virtualization server issues,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology support analyst,"desktop support laptop support ios devices support troubleshooting microsoft networking windows os mac os ms office ms 365 sharepoint email support internet browsers technical degree teamwork communication problem solving customer service adaptability ms teams anti-virus software ticketing system servicenow a+ certification mcp certification,office 365 administration troubleshooting security protocols technical support cloud-based software communication collaboration problem solving interpersonal skills independence microsoft intune jira documentation tools user training,user support problem solving communication teamwork attention to detail time management active directory vaulting server privileged access manager pam azure single sign-on service accounts management group policies creation internal certificates management quarterly access audit tanium",223500.0,223500.0,223500.0,0-0,0.0879,,3,3
information technology support engineer,"it desktop service technical work activities information systems technology functions administrative skills customer service team coordination adaptability communication interpersonal skills organizational skills problem solving health and safety awareness,windows problem-solving office 365 troubleshooting documentation communication interpersonal skills self-starter organizational skills relationship building mac linux ios android it asset management compliance vendor engagement powershell it project management scripting judgment decision-making user-centric approach motivation",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
information technology support manager,it support team management technical support it infrastructure microsoft operating systems microsoft azure it security practices regulatory compliance problem solving communication interpersonal skills collaboration leadership prioritization adaptability incident management problem management microsoft itsm ticketing systems,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology support specialist,"presentation ms office problem solving communication organization relationship building teamwork customer service time management sales customer engagement negotiation lead generation quotations preparation market analysis product demonstration adaptability strategic planning,windows basic network knowledge professional communication problem diagnosis teamwork responsibility user satisfaction documentation comprehensive approach active directory office 365 sharepoint windows server itil iso 27001 ticketing system remote administration punctuality compliance with standards,technical support troubleshooting software configuration operating systems software applications problem-solving communication prioritization time management teamwork hardware installation networking concepts diagnostic tools system performance monitoring software updates user account setup network security measures comptia a+ network+ microsoft certified professional,hardware support software support networking troubleshooting security measures help desk systems user support processes problem-solving critical thinking attention to detail organization time management prioritization communication customer service collaboration windows 10 windows 11 microsoft 365 autocad traverse erp 3cx zoom microsoft teams voip,administration,hyper-v administration networking microsoft 365 administration self-motivated customer service problem solving communication adaptability active directory management routing vlans voip installation,computer and software skills troubleshooting hardware and software issues resolution team-oriented communication problem solving customer service adaptability desktop support mobile device support printer setup and management microsoft teams setup and support intune management windows 10 support device migrations and setup,customer service computer software communication teamwork organization judgment motivation interpersonal skills adaptability troubleshooting ticket management system technical support documentation operating systems call center applications service desk applications multitasking time management,help desk support microsoft office windows operating system mac operating system server operating systems cctv systems communication problem solving time management customer service teamwork vpns multi-factor authentication duo access control systems,communication customer service problem solving teamwork technical support troubleshooting ticketing system hardware installation software installation network support diagnosis configuration follow-up,technical support troubleshooting hardware diagnostics software support networking hardware asset management imaging and repair of equipment client service orientation communication problem solving teamwork time management self-training professionalism adaptability video teleconferencing setup projector setup call tracking system,troubleshooting software installation and configuration network equipment maintenance data security best practices communication skills problem solving team collaboration windows operating systems help desk support desktop support it ticketing systems computer hardware installation documentation of technical procedures user account management common business applications productivity tools comptia a+ comptia network+ microsoft certified desktop support technician mcdst customer service orientation professionalism patience self-starter willingness to travel",223500.0,223500.0,223500.0,0-0,0.3687,,16,12
information technology support specialist active ts/sci /wpoly,"help desk support information technology it troubleshooting software communication problem solving coaching guidance teamwork adaptability computer repairs remote support troubleshooting hardware desktop mirroring cloud infrastructure installing computer hardware modifying computer hardware repairing computer software investigation follow-up,computer repairs help desk support information technology it remote support troubleshooting hardware installing software remote access tools cloud infrastructure communication problem solving coaching teamwork customer service adaptability",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
information technology support technician,"technical support hardware installation software installation troubleshooting computer maintenance customer service networking lan,wan advanced computer skills database maintenance communication teamwork problem solving attention to detail flexibility initiative time management report preparation inventory management videoconferencing support call accounting software lifting up to 50 pounds climbing ladders confidentiality,hardware support software support network troubleshooting operating systems windows linux microsoft office 365 database knowledge ms sql oracle sql scripting communication interpersonal skills teamwork problem-solving attention to detail adaptability training and guidance tcp,ip dns dhcp vlans active directory comptia a+ network+ microsoft certified it professional mcitp python scripting,microsoft office 2016 documentation communication customer service problem solving time management desktop support microsoft windows pc hardware repair office 365 mobile device management ios android blackberry it problem diagnosis teamwork training flexibility,technical support troubleshooting onsite support time management communication adaptability teamwork problem solving customer service equipment handling driving,it certifications e g comptia a+ problem-solving communication interpersonal skills collaboration customer satisfaction focus leadership training development proactive approach tier 2 and 3 technical support help desk software ticketing systems microsoft office 365 active directory windows operating systems mac operating systems networking itil best practices",223500.0,223500.0,223500.0,0-0,0.1965,,5,7
information technology system administrator,"windows administration active directory management network administration hardware support disaster recovery planning technical infrastructure management problem solving communication teamwork adaptability time management microsoft 365 management inventory management onboarding processes linux support macos support,windows administration active directory management network administration hardware support technical infrastructure management inventory management problem solving communication teamwork adaptability time management microsoft 365 management disaster recovery planning onboarding processes linux support macos support,helpdesk support troubleshooting collaboration communication problem solving accountability attention to detail vm management server administration data backup and restoration disaster recovery planning information security system configuration patch management it asset management risk management,ip networking programming or scripting languages communication collaboration multi-tasking customer-centric focus decision-making self-initiative continuous improvement mindset attention to detail windows operating systems cyber security vmware virtualization m365 office productivity software azure cloud management active directory computer troubleshooting and repair user computer support firewall management data backup and disaster recovery phone system administration ms dynamics nav business central,network administration sql databases tcp,linux troubleshooting team coordination problem resolution microsoft server operating systems microsoft active directory active directory replication dns dhcp group policy kerberos ntlm ldap saml powershell strategic planning,azure inventory management microsoft 365 license management onboarding processes terminal processes printer management macos support linux support hubspot experience sakari experience,network administration hardware support disaster recovery planning technical infrastructure management phone systems management problem solving communication teamwork adaptability time management customer service orientation attention to detail organizational skills windows administration active directory management microsoft 365 management cloud iaas management aws",223500.0,223500.0,223500.0,0-0,0.2258,,6,8
information technology system analyst,"it hardware support application support network support net c sql lan,wan support project management business systems understanding help desk support interpersonal skills communication team collaboration problem solving analytical skills adaptability microsoft visual tools blazor telerik devops agile db design",223500.0,223500.0,223500.0,0-0,0.0543,,1,2
information technology system manager,customer engagement interpersonal skills problem solving communication team management zafire inform groundstar planning realtime workforce plus business intelligence data analysis reporting project management system integration dashboard development leadership analytical skills decision making,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology technical services manager,networking security project management troubleshooting server administration documentation business continuity planning disaster recovery planning vendor negotiation infrastructure management communication team leadership collaboration problem solving training negotiation adaptability cisco ccnp palo alto networks firewall comptia security+ comptia server+ comptia network+ cissp,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology technician,"windows network installation troubleshooting communication team collaboration iphone m365 applications cato vpn intune jira confluence bilingual japanese and english on-site support remote support,organization communication problem solving attention to detail teamwork hardware inventory management server rack and stack desktop hardware setup data center maintenance tier 1 support,group permissions management group policies management attention to detail,physical inventory management communication problem solving teamwork adaptability windows administration technical support desktop hardware support instrument-controlled software imaging of computers windows security user,windows os maintenance technical troubleshooting virtual machines hyper-v remote management tools customer service communication teamwork problem solving adaptability independence multi-tasking active directory windows server firewall configuration router configuration switch configuration ticketing systems backup devices network printers time management,database structure android os ios sql server customer service problem solving communication microsoft office word excel sap software troubleshooting hardware troubleshooting computer networks windows xp windows vista windows 7 windows 8,hardware installation software installation troubleshooting network configuration windows operating systems server administration database programming microsoft windows inventory management communication problem solving customer service teamwork adaptability attention to detail mac ios",223500.0,223500.0,223500.0,0-0,0.2008,,6,7
information technology vice president,information technology strategy team leadership project management budget management risk assessment system development technical proficiency collaboration communication interpersonal skills organizational skills problem solving continuous improvement visionary leadership client focus adaptability data analysis ms office suite ethical conduct cultural awareness,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
information technology/assurance specialist,system administration troubleshooting teamwork communication customer orientation problem solving attention to detail adaptability time management analytical thinking motivation security clearance information assurance network security windows server administration local area network lan technologies wide area network wan technologies configuration management ais accreditation risk management framework rmf joint security implementation guidance jsig data backup technologies communication security comsec pl1 pl2 systems pl3 pl4 cross domain solutions microsoft exchange server system security policy countermeasures implementation presentation skills,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside business development manager,sales business development salesforce financial services communication interpersonal skills relationship building market research healthcare industry bilingual spanish,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside business development specialist,sales ms office lead qualification lead conversion communication problem solving customer focus teamwork adaptability objection handling time management crm sales forecasting mortgage products technical understanding high-volume calling,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside sales,sales experience customer service communication critical thinking time management teamwork microsoft office 365 data entry lead generation cold calling product knowledge reporting self-starter curiosity problem solving sense of urgency,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside sales account manager - - preferred from hyderabad ts,,250000.0,250000.0,250000.0,250000-250000,0.0,hyderabad telangana,0,0
inside sales executive,,240000.0,240000.0,240000.0,240000-240000,0.0,vastrapur ahmedabad gujarat,0,0
inside sales manager,sales management supervisory experience business plan execution sales experience team management training and support communication leadership goal setting teamwork problem solving ambition,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside sales rep - remote,sales negotiation customer relationship management sales analysis product knowledge account management industry experience communication influence independence problem solving team collaboration strategic thinking customer service orientation sales quotas attainment,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside sales representative,"crm software sales negotiation marketing knowledge customer interaction tracking communication interpersonal skills self-motivation organization teamwork detail-oriented results-driven collaboration presentation tools microsoft dynamics hubspot,customer service attention to detail organizational skills communication multitasking prioritization order processing administrative tasks data entry computer proficiency knowledge of pvf industry,crm sales reporting communication self-starter multi-tasking organization prioritization cold calling email communication lead generation company research competitive,sales experience salesforce prospecting cold calling client needs analysis communication customer focus achievement orientation teamwork crm tools online meeting tools microsoft office sales presentations sales forecasting self-directed continuous learning negotiation adaptability",223500.0,223500.0,223500.0,0-0,0.1172,,4,4
inside sales representative no cold calls,sales customer service independence microsoft office suite crm software market research data entry needs-based analysis life insurance knowledge communication relationship management time management teamwork flexibility problem solving adaptability,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
inside sales specialist,"sales microsoft office suite order processing communication relationship building problem solving teamwork adaptability customer service erp systems,inside sales tele sales customer service microsoft office presentation skills relationship building self-motivated results oriented strong work ethic planning and prioritization adaptability communication problem solving independence learning agility pharmaceutical sales veeva data management business analytics virtual engagement platforms",223500.0,223500.0,223500.0,0-0,0.0586,,2,2
instructor computer information technology,it fundamentals programming logic networking concepts computer hardware functions comptia a+ certification communication teamwork adaptability conflict resolution mentoring organizational skills engagement professional development student support windows command prompt linux command line powershell audio-visual equipment operation learning management systems lms curriculum development mcsa windows server 2016 comptia security+ certification lpic-2 linux professional institute certification diversity awareness,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
insurance sales agent,sales techniques customer service time management organizational skills communication goal-oriented relationship building adaptability teamwork insurance knowledge,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
insurance sales agent - bloomington il,sales techniques product knowledge microsoft office communication customer focus sales skills listening skills motivation teamwork problem solving property casualty insurance license life insurance sales license health and accident licenses customer relationship management crm software,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
insurance sales producer,customer service client relationship management communication insurance sales insurance licensure prospecting self-motivation goal-oriented teamwork independence,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
insurance sales representative,sales experience teamwork motivation reliability independence communication property and casualty insurance license microsoft office suite,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
interior designer,,240000.0,240000.0,240000.0,240000-240000,0.0,mumbai maharashtra,0,0
intern - business development,ms office suite powerpoint excel reporting communication teamwork problem solving analytical thinking strategic thinking attention to detail interpersonal skills time management market analysis competitive assessments policy research technology trends identification,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
intern - computer vision / deep learning,,90000.0,90000.0,90000.0,90000-90000,0.0,remote,0,0
intern - finance and accounting,accounting finance data analysis erp systems sox compliance pc skills communication attention to detail professionalism teamwork problem solving esg reporting,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
intern talent management human resources,microsoft office suite performance management project coordination documentation training administration collaboration communication problem solving dependability relationship building adaptability eagerness to learn data analysis sharepoint,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
internal sales - bsc - welshpool wa,sales experience computer literacy customer service problem solving administration product knowledge teamwork communication reliability positive attitude calmness under pressure willingness to learn solution-oriented mechanical aptitude,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
internship job opening for freshers,,138000.0,138000.0,138000.0,138000-138000,0.0,remote,0,0
internship to job program - js developer,,180000.0,180000.0,180000.0,180000-180000,0.0,delhi delhi,0,0
ios developer,,223500.0,223500.0,223500.0,0-0,0.6699,,156,0
ipqa officer,,240000.0,240000.0,240000.0,240000-240000,0.0,kala amb himachal pradesh,0,0
irnext rotational program - finance,finance communication teamwork leadership problem solving interpersonal skills accounting financial analysis budgeting cost accounting inventory management project management internal controls compliance treasury data analysis adaptability initiative organization self-starter analytical thinking,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
it business development representative msp,consultative selling techniques proposal preparation and presentation client relationship management networking relationship building communication problem solving teamwork adaptability it solutions sales managed service provider msp experience microsoft stack knowledge windows os azure o365 cisco products windows servers security solutions negotiation,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
it finance operations manager,financial analysis budget management data aggregation financial forecasting reporting process improvement communication teamwork interpersonal skills problem solving collaboration leadership adaptability relationship building organizational skills verbal skills hr administration vendor negotiation analytical modeling it policies and procedures,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
it fresher trainee engineer,,275000.0,275000.0,275000.0,275000-275000,0.0,bengaluru karnataka,0,0
it sales specialist,sales business development communication relationship building team collaboration problem solving time management adaptability ecommerce crm systems erp systems presentation skills lead qualification market analysis,223500.0,223500.0,223500.0,0-0,0.0293,,1,1
java developer,,223500.0,223500.0,223500.0,0-0,0.6914,,161,0
javascript developer,,223500.0,223500.0,223500.0,0-0,0.7,,163,0
jet - fresher diploma engineer mechanical/fabrication/production,,250000.0,250000.0,250000.0,250000-250000,0.0,surat gujarat,0,0
jewel data entry,,162000.0,162000.0,162000.0,162000-162000,0.0,kavundampalayam coimbatore tamil nadu,0,0
jewellery cad designer,,270000.0,270000.0,270000.0,270000-270000,0.0,remote,0,0
jewellery sales assistant,,180000.0,180000.0,180000.0,180000-180000,0.0,virudunagar tamil nadu,0,0
jio point manager in uluthurpet madapattu kandachipuram vikravandi valavanur villupuram,,264000.0,264000.0,264000.0,264000-264000,0.0,villupuram tamil nadu,0,0
